"","",""
"16","Patch Set 2: One benefit or putting them in root folder, use could run docker build $URL","A"
"17","Patch Set 2: can we put this in the same place as the vagrantfile (that is, a subdir under tools)? I'm not sure that is the perfect place either but it would be nice to keep things consistent.","A"
"18","Patch Set 3: I got kind of interested in the idea too. The vagrant setup does clone the repo inside the new machine, which is straightforward, but also if you look from a distance, you already checked out the tree to get the vagrant script, it's tempting to be able to reuse that checkout the way the docker set up does instead of cloning again. So I don't know which is ""right"" :(","A"
"19","Patch Set 4: > of course it is possible, this was mainly to show it works to use > local copy. although... if everything else happens under scons control, it's a little problematic to pull it first.","A"
"20","Patch Set 3: of course it is possible, this was mainly to show it works to use local copy","A"
"21","Patch Set 3: would it be possible to fetch upstream using prep.sh and eventually apply patch over it ? then we can add import patch on it like I did for downstream shipped libs ?","A"
"22","Patch Set 3: Please try: ./scons-local/scons.py --prefix=/tmp/ ./scons-local/scons.py --prefix=/tmp/ --install-sandbox=/tmp/sandbox install scons: *** [out/linux/x86_64/release/liblogger.a] AttributeError : 'FileBuildInfo' object has no attribute 'result' Is what I am also facing since scons-2.3.0-2","A"
"23","Patch Set 1: (1 comment) Why not pull it using scriptlet like extlibs/scons/prep.sh ? or it wont work for windows, but we can put it there too /COMMIT_MSG Line 17: Bug: https://jira.iotivity.org/browse/IOT-2668","A"
"24","Patch Set 1: Code-Review-1 Just shared does not worth to be committed there is enough confusion with our build scripts","A"
"25","Patch Set 1: Note there are two separate issues here: at the moment the Jar sort-of-builder wants a flat list, passing a list of objects from the Java builder and adding the manifest to that in a list would give a two-element list the first element of which is itself a list. It looks like this is going to change in scons. A more explicit way to do this would have been to rewrite this: source=simpleclient_classes + [File('MANIFEST.MF')]) as source=Flatten([simpleclient_classes, File('MANIFEST.MF'])_ The second item is that if the manifest is passed as a file and variant dir is in effect, the new scons code checking for non-objects (that is strings) will not find the manifest and will omit it, which means you get the default instead.","A"
"26","Patch Set 29: Code-Review+1 (1 comment) Looks reasonable tools/tizen/iotivity.spec Line 206: trailing comment mark intended?","A"
"27","Patch Set 29: Verified+1 (1 comment) tools/tizen/iotivity.spec Line 206: markdown title, trailing # is allowed and is more visible IMHO","A"
"28","Patch Set 5: Code-Review+1 I am not familiar with the script in question but I am familiar enough with the tools needed to build IoTivity that I am giving this a +1.","A"
"29","Patch Set 4: Code-Review-2 merge in master 1st","A"
"30","Patch Set 5: Code-Review+1 (2 comments) service/easy-setup/enrollee/unittests/ESMediatorSimulator.h Line 175: @todo The local device should probably be a property of the resource service/scene-manager/src/SceneUtils.cpp Line 79: Yes","A"
"31","Patch Set 1: Code-Review-1 This commit should be squashed with its parent commit. Then abandoned.","A"
"32","Patch Set 1: The need for multiple device support or virtual devices keeps on coming up when working on bridging code. The need to specify that the bridge and the discovered devices. For that reason I have once again revisited the code. I decided to try and fix the build errors. Most of the build errors were minor and easy to find. When running the unit tests the code hits the assert in the CAGetDefaultDevice. this happens when calling CAInitialize(CA_DEFAULT_ADAPTER) some where along the line the caglobals.headLocalDevice is not being set.","A"
"33","Patch Set 11: (1 comment) build_common/SConscript Line 899: 1. the current python convention is a stanza like def ScanJson(env, directory=None): if not directory: directory = '.' that doesn't mean it's wrong as written. 2. Python won't let you assign inside an if statement (it's a syntax errror) so there's no need for the backwards comparison this project insists on using for C code.","A"
"34","Patch Set 11: Code-Review+1 I want to rework several of the functions that are added in build_common/SConscript by AddMethod, but not going to impose a requirement to fold those in here. This looks ok... if there's no objection elsewhere I will merge in next 24hrs.","A"
"35","Patch Set 3: IMHO Tizen and linux (+windows) should be aligned if there is no justification for doing different, or we could make tizen static instead ?","A"
"36","Patch Set 3: (1 comment) service/coap-http-proxy/SConscript Line 99: I somehow missed that discussion, but I have catched up on it now from the archive. I also prefer shared libs, mostly because I'm used to it and it's the preferred way in Linux and Yocto.","A"
"37","Patch Set 3: (1 comment) service/coap-http-proxy/SConscript Line 99: it would be nice to have linux and tizen aligned too I have no preference.. shlibs are better IHMO, except for tests","A"
"38","Patch Set 3: (1 comment) service/coap-http-proxy/SConscript Line 99: Seems like discussion some months ago was suggesting to move away from shared libs. So some justification might be useful here.","A"
"39","Patch Set 5: Verified+1 Depends on: https://gerrit.iotivity.org/gerrit/#/c/23403/","A"
"40","Patch Set 3: Windows is typically the target that has more difficulty. You must add a *.def file to export functions to a dll or you have to add dll export to the code. For C code like coap-http-proxy this is not generally a hard thing to do, make a *.def file. For C++ it is harder because of the function decorations added by the compiler means you can not add a *.def file and must add dllexport to the code. For that reason none of the C++ code is compiled to a dll yet. This has actually caused some major problems getting the java language bindings to work for windows. We have to have a shared library for all the platforms or statically link for all the platforms. At least when doing Java via JNI.","A"
"41","Patch Set 1: Code-Review-1 (4 comments) Please return appropriate value. test/src/testapp/ca/c_cpp/src/sample_server.c Line 91: Return type converted from void to CAResult_t Should there be a retrun at the end of the fuction? test/src/tc/ca/gtest/src/helper/CAHelper.cpp Line 1439: Return type converted from void to CAResult_t Should there be a retrun at the end of the fuction? test/src/testapp/ca/c_cpp/src/sample_client.c Line 78: Return type converted from void to CAResult_t Should there be a retrun at the end of the fuction? test/src/testapp/ca/c_cpp/src/ca_simulator.c Line 228: Return type converted from void to CAResult_t Should there be a retrun at the end of the fuction?","A"
"42","Patch Set 1: gnu make wraps to scons here And try to guess some variables (arch etc) see: debian/rules in : https://gerrit.iotivity.org/gerrit/#/c/20629/ much simpler to factorize packaging scripts in this file for whoever wants to use it","A"
"43","Patch Set 1: ""scons is not as popular as GNU make"", but since the makefile calls scons, I don't see anything being gained here.","A"
"44","Patch Set 4: (1 comment) /COMMIT_MSG Line 17: Bug: $url Is debian DEP3 standard","A"
"45","Patch Set 4: (6 comments) This is not a full review. I still need to look at the samples themselves. examples/OCFSecure/SConscript Line 38: I know you were probably referencing other code when creating this. There is currently work in progress to change these to use a more SCons like path. replace os.path.join(src_dir, 'resource', 'csdk', 'connectivity','api') with '#/resource/csdk/connectivity/api' same for lines 34-38 Line 62: nit: remove tailing whitespace Line 64: not 100% sure but I don't think you need to full path to the .dat file. you should be able to just do samples_env.Install(build_dir + examples_dir, 'ocf_svr_db_client.dat') examples/OCFSecure/README.txt Line 4: the Line 4: in the","A"
"46","Patch Set 4: (3 comments) still reviewing... examples/OCFSecure/utilities.c Line 8: typically it is a good idea to surround these with a define that can be used to turn it off on platforms that don't support ANSI color. Also macros of such a common name should have a prefix to prevent them from conflicting with other macros. I am using ANSI_COLOR_ as a prefix but you could find a shorter prefix. example #define ANSI_COLOR_SUPPORTED 1 #ifdef ANSI_COLOR_SUPPORTED #define ANSI_COLOR_RESET ""\x1B[0m"" ... #define ANSI_COLOR_WHITE ""\x1b[37m"" #else #define ANSI_COLOR_RESET """" ... #define ANSI_COLOR_WHITE """" #endif examples/OCFSecure/ocf_svr_db_client.json Line 41: I don't know what 'sct' means but other examples recently changed this to 9 can other reviewers help me out what should this value be?","A"
"47","Patch Set 6: (1 comment) examples/OCFSecure/client.c Line 40: this should be MAX_URI_LENGTH from ocstackconfig.h","A"
"48","Patch Set 7: Code-Review+1 (8 comments) I have left several suggestions for minor cleanup but none of them are significant enough for me to stop this being committed. examples/OCFSecure/server.cpp Line 62: nit: clean trailing white space. Line 206: although I didn't find anything on this in the coding guidelines I would recommend putting the else on its own line it makes it stand out and simpler to read. } else { or } else if() } Line 301: if (signalNumber == SIGINT) { STOP = true; } examples/OCFSecure/client.c Line 120: nit: clean up white space. Line 253: nit: clean trailing whitespace Line 260: I recommend using OC_UNUSED(handle) in place of the (void) cast. Makes it clear this is an unused input. Line 462: use {} if (signalNumber == SIGINT) { STOP = true; } Line 484: since argc and argv are not used why not use 'int main() {...}' without the params.","A"
"49","Patch Set 9: Code-Review+1 (2 comments) examples/OCFSecure/server.cpp Line 306: nit: fix tab depth. I assume this is a copy paste error. examples/OCFSecure/client.c Line 462: nit: fix tab depth to match if statement as done else where.","A"
"50","Patch Set 11: (18 comments) > (1 comment) > > thanks for those new examples, but IMHO It would be nice to fix > existing ones because this could add more confusion to developers What does IMHO mean? These examples will be the ones used for ""getting started with IoTivity"" Other examples are not maintained and / or used for unit testing and / or do not implement security while these examples will be continuously maintained and used to help new users to get up and running with IoTivity. examples/OCFSecure/SConscript Line 38: Done Line 62: Done Line 64: looks like I need the full path. Otherwise I get the files do not get copied over and I get what seems like an error (although scons does not flag it as error) called ""dependency cycle(s)"" examples/OCFSecure/utilities.c Line 8: It is not needed and now the logging is colored and it is messing it up. so I will just delete it examples/OCFSecure/ocf_svr_db_client.json Line 41: it means Supported Credential Types (SCT). The goal of it is to identify the types of credentials the device supports. It is set by the SRM at framework initialization after determining security capabilities. So, it does not matter in this particular sample application. I will change it to 9 to match other samples so anyone who is debugging code does not waste time playing with the sct as it would waste their time like it did with mine. examples/OCFSecure/server.cpp Line 62: Done Line 206: Done Line 301: Done Line 306: Done examples/OCFSecure/client.c Line 40: Done Line 120: Done Line 253: Done Line 260: Done Line 462: Done Line 484: Done Line 462: Done examples/OCFSecure/README.txt Line 5: what do you mean by trimming the EOL? deleteing trailing white space or reduce the number of characters in each line? Markdown might be better than text file in the mirrored repo on github. I will consider changing the text file to markdown at the soonest chance. Thank you","A"
"51","Patch Set 12: (2 comments) Do we want to add dep to mraa ? examples/OCFSecure/server.cpp Line 32: cant we use C lib ? Line 133: May I suggest to use: #if mraa ... #else print() #endif","A"
"52","Patch Set 12: Code-Review-1 (6 comments) Looks good but please fix the server .json and .dat right away so we can merge for 1.3.1. examples/OCFSecure/ocf_svr_db_server.json Line 31: this should be read-only (""permission"": 2) once in RFNOP (""pstat.dos.s"" = 3 below)... leaving it as 14 allows anonymous clients to take ownership of the Server! So since this device is already onboarded, it should be 2 already here. For brevity, just remove this ACE, and add ""/oic/sec/doxm"" to aceid 1 above Line 39: /doxm should be removed from this ACE. A separate ACE granting ""auth-crypt"" permission 2 (read-only) should be added, or (again for brevity), just add ""/oic/sec/doxm"" to aceid 2 above. examples/OCFSecure/README.txt Line 1: . Line 9: ""These"", right? Line 47: ) Line 59: If","A"
"53","atch Set 13: (2 comments) if virtual device then print change examples/OCFSecure/server.cpp Line 31: maybe use #ifdef HAVE_MRAA_HPP Line 134: #else print new status for those with are not supporting mrra #endif","A"
"54","Patch Set 13: (2 comments) These seem ready to merge; any last objections before I merge to 1.3-rel? examples/OCFSecure/ocf_svr_db_server.json Line 10: add a space! Line 21: space","A"
"55","Patch Set 12: > (2 comments) > > Do we want to add dep to mraa ? The MRAA dep is only needed when building on the raspberry pi or theintel Joule board. there will not be a MRAA dep when building for a normal Linux machine. The is #ifdef MRAA check","A"
"56","Patch Set 12: > > (2 comments) > > > > Do we want to add dep to mraa ? > > The MRAA dep is only needed when building on the raspberry pi or > theintel Joule board. there will not be a MRAA dep when building > for a normal Linux machine. The is #ifdef MRAA check these applications will still build and run on the Raspberry pi and the Intel Joule board without MRAA. Without MRAA, you would get a simulated LED rather than controlling the real hardware","A"
"57","Topic set to secure sample applications","A"
"58","Patch Set 1: Code-Review-1 (2 comments) A lot of this code appears to be the PEM/DER work from 22983. At the time I recall we decided this work should go into master, not 1.3-rel. What is the justification for bringing this work in now? If this work will come in with this change, then as I note in the commit message, it needs to reflect this as well. The now-reverted change that introduced this code did not mention at all the PEM/DER conversion changes that were also in that work. /COMMIT_MSG Line 9: Please expand the commit comment to fully describe the work being done in this change. Although here and now as we're reviewing the code we know what these changes mean, for the benefit of other people looking at the code history in the future, give a description here that stands on its own. resource/csdk/security/src/credresource.c Line 3175: What warning is being suppressed by this cast, by the way? Signed/unsigned comparison?","A"
"59","Patch Set 2: -Code-Review
(2 comments)
try to rebase to make sure
service/notification/SConscript
Line 81:
rm line if not used ?
tools/tizen/iotivity.spec
Line 301:
rm here ^","A"
"60","Patch Set 1: Code-Review+2
(1 comment)
Commit Message
Line 13:
rm ^","A"
"61","Patch Set 1: Code-Review-1
(2 comments)
test/build/linux/SConscriptSM
Line 83:
why we need multiple copy of SM Resource lib
Line 84:
is this path location valid ?","A"
"62","Patch Set 2: Code-Review-1
(3 comments)
test/build/linux/SConscriptSM
Line 82:
SM_RESOURCE_DIR = ORG_SRC_HOME + '/resource'
SM_RESOURCE_LOGGER = SM_RESOURCE_DIR + '/csdk/logger/include
why same thing is included ?
Line 159:
why this thing included ?
Line 192:
?","A"
"63","Patch Set 1:
(7 comments)
OK can be improved
resource/csdk/connectivity/src/ip_adapter/caipserver.c
Line 221:
could be easier to read if no return used
Line 228:
the 2 tests are enough , no need for == ret
Line 230:
useless as it's the end of the function
Line 252:
typo detEcted
Line 1125:
%d is generally used ?
resource/csdk/connectivity/src/tcp_adapter/catcpserver.c
Line 263:
not needed if > test enabled
Line 272:
not needed","A"
"64","Patch Set 1:
(5 comments)
resource/csdk/security/provisioning/sample/cloud/cloudResource.c
Line 58:
Please keep code consistensy, use ""OUT %s""
Line 63:
Out log missed, please add OIC_LOG_V(DEBUG, TAG, ""OUT %s"",  __func__);
Line 66:
__func__ not needed.
Line 86:
Out log missed
Line 105:
Please keep code consistensy, use ""OUT %s""","A"
"65","Patch Set 1:
(1 comment)
resource/csdk/security/provisioning/sample/cloud/cloudResource.c
Line 105:
Dear Oleksand, this has sense because it is common rule in this project.
Please run the following commands in the IoTivity directory:
1) grep -nHIrF -- ""In %s"", __func__  -  Search completed with 96 matches.
2) grep -nHIrF -- ""%s: OUT"",  __func__  -  No matches found.","A"
"66","Patch Set 3:
(2 comments)
extlibs/gtest/SConscript
Line 127:
else: ( g++ )
resource/c_common/windows/test/snprintf_test.cpp
Line 36:
^","A"
"67","Patch Set 8: Code-Review-1
(2 comments)
extlibs/gtest/SConscript
Line 101:
I don't fully understand how this variable is used.  Why is it needed, and why is it safe to not clear it if gtest is cleaned?
resource/c_common/windows/src/snprintf.c
Line 46:
This code still returns -1.  Shouldn't this convert truncation into a success rather than a -1?","A"
"68","Patch Set 8:
(2 comments)
extlibs/gtest/SConscript
Line 101:
line 101 says it's an ""environment variable"", but your response says it's an scons in-memory flag.  Would be good to expand the # comment to contain more of your response which has good info.
resource/c_common/windows/src/snprintf.c
Line 46:
Update comment to make it clear that you're choosing to be non-compliant anyway, and maybe add a @todo to support returning the count needed.","A"
"69","Patch Set 2:
(1 comment)
service/resource-encapsulation/src/common/primitiveResource/src/RCSResourceAttributes.cpp
Base, Line 209:
BOOST_CONSTEXPR might also work.","A"
"70","Patch Set 4:
(1 comment)
resource/csdk/connectivity/src/ip_adapter/android/caifaddrs.c
Line 163:
ssize_t should be used. please refer below.
ssize_t recvfrom(int sockfd, void *buf, size_t len, int flags, struct sockaddr *src_addr, socklen_t *addrlen);","A"
"71","Patch Set 6: Code-Review+1
(2 comments)
minor doxygen comment ..
resource/csdk/connectivity/src/ip_adapter/android/caifaddrs.c
Line 1:
add space after first *. As you are modifying the licence, I am requesting this change
resource/csdk/connectivity/src/ip_adapter/android/caifaddrs.h
Line 1:
add space after first *. As you are modifying the licence, I am requesting this change","A"
"72","Patch Set 11: Code-Review-1
(16 comments)
resource/csdk/stack/include/internal/ocfendpoint.h
Line 47:
should line up
Line 56:
""flag"" and ""suites"" should have same arity.  Either both singular or both plural, and it should match the function name.  So either ""Flag"" and ""Suite"" or ""Flags"" and ""Suites"".  Same in line 57 and 70
resource/csdk/stack/include/internal/ocresource.h
Line 255:
period before the space
resource/csdk/stack/include/octypes.h
Line 1064:
what does this mean
Line 1065:
I don't think there should be separate values for IPv4 vs IPv6.  IPv4 vs IPv6 is a property of the address not the scheme.
resource/csdk/stack/src/ocfendpoint.c
Line 30:
inconsistent spacing.  Here has space both before and after *.  Line 40 has it only before.  Line 42 has it only after.  Be consistent.
Line 52:
What's OCFEndpointll?
Line 52:
typo
Line 58:
space
Line 75:
space
Line 85:
space
Line 95:
space.  Same comment throughout this file.
Line 98:
space before and after =.
Same in 100
Line 143:
I don't follow.  This says ""all"" meaning multiple, but the function name is ""Payload"" singular.
Line 220:
shorter to just do
(*out) |= tmp->tps;
Line 231:
I can't parse this sentence, but the function seems to do nothing.","A"
"73","Patch Set 23:
(3 comments)
resource/csdk/stack/src/ocendpoint.c
Line 166:
Please add initialization.
Line 193:
How about you use sizeof(tempNode->addr).","A"
"74","Patch Set 41:
(1 comment)
resource/csdk/stack/include/internal/ocendpoint.h
Line 59:
I disagree, it's good practice.  The advantage is that you avoid issues where code uses the define without that code being wrapped in the same ifdef.","A"
"75","Patch Set 44:
(2 comments)
resource/csdk/stack/include/octypes.h
Line 72:
why was ifdef WITH_MQ removed?
Line 80:
why was #ifdef WITH_CLOUD removed?
Any define intended for use only by ifdef'ed code should have the same ifdef, to prevent accidental use outside the ifdef.","A"
"76","Patch Set 44:
(2 comments)
resource/csdk/stack/src/ocendpoint.c
Line 144:
info also needs null check.
Line 158:
How about returning riResult?","A"
"77","Patch Set 1: Code-Review+1
(1 comment)
service/resource-encapsulation/examples/tizen/RESampleServerApp/inc/reserver.h
Line 61:
what wrong with this line CR/LF ?","A"
"78","Patch Set 3: Code-Review+1
(1 comment)
test/src/tc/ns/gtest/cpp/src/btc/NSProviderCppTest.cpp
Line 714:
multiple time 100 is been used, make constant variable","A"
"79","Patch Set 2: Code-Review-1
(1 comment)
Code looks good.  Moving the API from ocstackinternal.h to ocstack.h  seems reasonable.  I have just a few small concerns.
Should there be a change to the .def file?
Can the documentation be moved?
resource/csdk/stack/src/ocstack.c
Line 883:
Now that this is becoming a public function, move the documentation block into the header file?","A"
"80","Patch Set 4:
(3 comments)
resource/csdk/stack/src/ocstack.c
Line 961:
please don't use magic number. someone might not know about meanning of the number
Line 966:
size_t
Line 969:
it needs to check effectiveness","A"
"81","Patch Set 1: Code-Review+1
(1 comment)
resource/csdk/stack/src/ocresource.c
Line 868:
would suggest setting discoveryResult = OC_STACK_OK by default on line 767.  Any error condition through out the function should set it to some errors.
VERIFY_PARAM_NON_NULL macro can be made to initialize the discoveryResult with error eliminating the need for lines 862 and 881.","A"
"82","Patch Set 1: Code-Review+1
(2 comments)
Looks reasonable to me - except for the issue already mentioned by Dave.
resource/c_common/oic_malloc/src/oic_malloc.c
Line 149:
Suggest adding curly brackets here. Also, two statements instead of a single ""*p++ = 0;"" would be easier to read.
resource/csdk/security/src/credresource.c
Line 1675:
0U looks unusual. Just 0 should be good enough.","A"
"83","Patch Set 6:
(3 comments)
service/notification/include/NSCommon.h
Line 85:
You means that Message will be different from MQ path and existing NS path.
service/notification/src/consumer/NSConsumerCommon.c
Line 831:
I'm wondering 
if (address[tmp] == '\0' || address[tmp] > '9' || address[tmp] < '0') will drop % character.
service/notification/src/consumer/NSConsumerInterface.c
Line 89:
Do you mean discoverMQTopics C++ API works for MQsub operation?","A"
"84","Patch Set 6:
(1 comment)
service/notification/src/consumer/NSConsumerCommon.c
Line 831:
I thought we should handle it also by ""not breaking"".","A"
"85","Patch Set 1:
(3 comments)
I am not sure I understand discoveryPayloadCreateAndAddDeviceId parms
Commit Message
Line 15:
Bug: ... ^  will make it appear in metadata and could be parsed by a bot
resource/csdk/stack/src/ocresource.c
Line 618:
why is it passed then ?
Line 709:
replace with NULL maybe","A"
"86","Patch Set 2: Code-Review-1
(1 comment)
resource/csdk/security/src/iotvticalendar.c
Line 223:
Why isn't this initialized? Are we now using uninitialized memory at line 233?","A"
"87","Patch Set 2:
(1 comment)
resource/csdk/connectivity/src/ip_adapter/linux/caipnwmonitor.c
Line 340:
It seems a unnecessary code.","A"
"88","Patch Set 3: (2 comments) resource/csdk/connectivity/common/inc/parsechain.h Line 37: of Line 45: add @param for certs","B"
"89","Patch Set 3: Abitha, we are trying to get this merged before RC6 so please let us know if you are about to tag. I need to regression test before merging.","B"
"90","Patch Set 2: (sorry, mis-clicked +2!) I'm giving this a -2 just to make sure we don't merge anything non-CTT-critical until the 1.3.1 final RC tag is done. I'll then remove this -2; please ping me with a reminder if it sits for more than a day after the final 1.3.1 RC tag is done.","B"
"91","Patch Set 2: Code wise the change looks fine. I can not comment on if this commit should go into the code or not.","B"
"92","Patch Set 3: -Code-Review RC5 is tagged, so I'm removing -2. PLEASE NOTE: We still need to be very conservative with what we merge into 1.3-rel, so please make sure you (or someone else) has run your patch against the CTT to check for regressions before merging.","B"
"93","Patch Set 3: Code-Review-2 This looks fine and I'll remove my -2 review as soon as we've tagged RC5. Right now, only ""mandatory to fix cert blocking issues"" should be merged into 1.3-rel.","B"
"94","Patch Set 3: I think I have fixed scons install, please review: https://gerrit.iotivity.org/gerrit/#/q/status:open+project:iotivity+branch:master+topic:next","B"
"95","Patch Set 4: > Please cherry pick to master Easy to do, but I thought it would be picked up by a merge, and indeed don't want to mess up the pending merge. If it's not part of that, then I can post the cherry pick.","B"
"96","Patch Set 4: Please cherry pick to master","B"
"97","Patch Set 5: Code-Review-1 just testing master, with ""silent"" patch, not intended to be merged: I have observed failure https://build.iotivity.org/ci/view/iotivity/job/iotivity-verify-unit_tests/","B"
"98","Patch Set 2: this build fail doesn't look real, just one of those transients","B"
"99","Patch Set 27: Code-Review-1 (1 comment) tools/tizen/iotivity.spec Line 195: this should not be added","B"
"100","Patch Set 10: Code-Review+1 Any complaints to merging this?","B"
"101","Patch Set 4: Code-Review-1 Please dont merge https://gerrit.iotivity.org/gerrit/#/c/23403/ Before merging this : https://gerrit.iotivity.org/gerrit/23409 bridging: Add explicit dependency to libmpm","B"
"102","Patch Set 3: (1 comment) service/coap-http-proxy/SConscript Line 99: I think the main thing is it's not a scenario where we're going to expect a lot of sharing... I'd expect most devices won't have multiple instances of the stack. I have no skin in the product game here so happy to along with whatever the team thinks is best.","B"
"103","Patch Set 5: Code-Review+1 trivial and I will merge, but it's currently in cannot merge state.","B"
"104","Patch Set 1: Code-Review-1 (1 comment) test/src/tc/es/gtest/src/btc/mediator/ESRichCommonTest.cpp Line 210: unnecessary blank space","B"
"105","Patch Set 1: please, remove IoTivity_TC.spec and ES_UTC_ITC.spec from this commit. I've removed those file in another commit (https://gerrit.iotivity.org/gerrit/23177)","B"
"106","Patch Set 4: Verified+1 merged in mater: https://gerrit.iotivity.org/gerrit/#/c/23293/","B"
"107","Patch Set 1: Any review will be highly appreciated, as we need this patch to be merged as early as possible","B"
"108","Patch Set 5: Code-Review-2 review master 1st","B"
"109","Patch Set 2: Code-Review-2 Hold off on this one, it is due to become the second of a pair of sequenced patches. Review https://gerrit.iotivity.org/gerrit/23093 instead.","B"
"110","Patch Set 2: I am not completely sure about placing 'LIBCOAP_INC' in the environment variables but I am not sure I fully see another way to work around the problem.","B"
"111","Patch Set 2: > I am not completely sure about placing 'LIBCOAP_INC' in the > environment variables but I am not sure I fully see another way to > work around the problem. It's a cheap way to save some information... since the previous approach (having every script that needs it check a different construction variable) works, there no _need_ to change.","B"
"112","Patch Set 2: Code-Review+1 Sorry I thought I already gave a +1 for the change and I was just adding a comment on top of the +1. I agree its a cheep way to share the information with other scripts.","B"
"113","Patch Set 3: -Code-Review This now based on the other patch, which would need committing first.","B"
"114","Patch Set 3: and all for the want of a comma. sigh","B"
"115","Patch Set 4: Hello George, I have taken this patch and built IoTivity code: ./auto_build.sh android_universal It has built different arch APKs for base, notification service and easy setup. But for resource-encapsulation it has build only RE client sample APKs for different arch but not for RE server samples. I checked the build.gradle of RE sample server, it seems you forgot to modify that. Please check it.","B"
